,name,reviews,score,year,month,day,label,sentiment,percent
402,이름,걍 너무 질리는 게임임 하면 할수록 재미가 붙는게 아니라 재미도 없고 질리는 게임임 한 분도 안 되서 몇판만 하면 금세 질림 현질을 해야 재미가 있다는 말이 나올 정도고 ㄹㅇ 현질 안 하면 걍 점점 어려워져서 못 깨는 게임이 됨 깬다해도 과연 깨는동안 재미가 있을까 의문임 유튜버들은 현질 많이 하니까 리액션하면서 재미있다고 하는거고 현질 아예 안 한다고 가정했을때는 걍 게임이 노잼 그 자체임 뭐가 달라지는 것도 없이 계속 반복적이고 점점 어려워져서 결국 현질해야하는 게임,1,2022,12,19,0,부정,[0.9779894]
403,daekyeom jung,슈퍼모드를 클리어하였으나 급 보급품 열쇠가 아니라 일반열쇠를 지급받았습니다,1,2022,12,16,0,부정,[0.57957506]
404,김지훈,재미는 있는데 주변 앱에서 자꾸 양산형 광고가 뜹니다 그리고학살기계 라는 잔인한 말이 나와요 애들이 이걸 보면서 뭘 배우겠습니까 또 계속 하다보면 질려서 재미가 없어집니다 근데 이건 질리지 않은 콘텐츠 라고 뜨더라고요 그건 둘째치고 아니 이게  게임도 아니고 왜 코드로 이끕니까 코드 칸도 없는데 요약 이 앱은 단점만 넘쳐나는 최악의 앱이다 별 한개도 아까움,1,2023,4,16,0,부정,[0.78801155]
405,昇完,챕터 이후에 어디상 스토리 진행이 어려워짐 이후 여러과금을하였으나 절대적인 추기 규ㅏ금없이는 절대로 진행이 어려움 이용자를 기만하는 게임 더이상 즐길 이유도 가치도 앖는 쓰래기게임,1,2023,2,21,0,부정,[0.9778951]
406,재밌다,그래도처음에할때는할만했지먼좀좀하다보니깐 지루해지고전무과굼이라쿠폰번호도했는데도포상이안들어오는게점아니네요그리고스테이지켈때마다멋이강해벼서스테이지을못얼라가게하네요이러면골란합니다그리고못을점만약하게해줬으면좋겠습니다진짜로좋은게임이라고생각했지만이건아니네요,1,2023,2,24,0,부정,[0.798254]
407,정우진,초반에나 시간때우기 좋았지 한 스테이지만 넘어가도 깨기 힘들고 부턴 현질하지 않으면 못깹니다결국 이쯤에서 겜을 멈추는 사람이 많을듯요 겜을 더 지속적으로 하게끔 하려면 난이도를 낮추던 확률을 높이던 해야될것같네요,1,2023,3,14,0,부정,[0.8911501]
408,안도윤,아니전 그냥 다른겜을 즐기는사람인데 탕탕특공대광고가 너무많습니다 전그냥 다른겜하고있는데 맨날 광고에서 탕탕특공대나오고 전에카드배틀이라는게임에서 탕탕특공대게임이 자꾸광고나와서 피드백을 많이해도 나오고 무슨골드수집 어떤공간으로가면 바로 죽음의 수레바퀴를 주는건 불가능합니다 좀 광고좀 제발 자제좀해주세요 그리고 아무리 다른게임광고가 나온다해도 가장많이본 광고가 탕탕특입니다,1,2023,3,12,0,부정,[0.97154444]
409,박정은,단점보스 데미지 높음뱀서 짝퉁현질 유도 높음장비 상자파괴자 세트억까 심함챕터 난이도이벤트 시간문의 이메일 무시 장점캐릭터 바꾸기 가능현질하면일일도전종말의 메아리도전 그래서 스테이지에서 막힘,1,2023,2,19,0,부정,[0.95964503]
410,Lookat _,멀티플레이 할때 문제점이 많아요 방장말고 플레이어 번은 공격 렉현상이 아주 심하고  도 보이지않아서 게임하기 어려울 지경입니다 는 렉현상 거의 없어요,1,2023,3,29,0,부정,[0.79086417]
411,이혜영,너무 재밋고 너무 제작하신분 멋있어요 사랑합니다,1,2023,4,14,0,긍정,[0.9843651]
412,김동휘,일단 광고에서 어떤 남자가 드럽게 못하는데 어떤 여자가 나는 다행히 탕탕특공대를 잘 알고 있다에 다행히가 왜 들어가는 지 모르겠고 광고 졸라 해봤자 사람들은 중국새끼들 안처믿으니까 그딴 광고 하지 말자 탕탕특공대 제작자들아,1,2023,5,11,0,긍정,[0.77400184]
413,공공,한참 즐기고 있는데 부정프로그램 사용으로 계정정지 먹었네요 부정행위를 한게없어 메일을 보내도 아무런 응답도 없고 뭐 게임 하지말란 말이가,1,2023,1,5,0,부정,[0.79767174]
414,쪼오올보TV,이 게임 하면 할 수록 뱀파이어 서바이벌이 잘 만드고 혜자겜이라는 것을 알 수 있었음 근데 시작 일 혜택 마지막 아이템은 보석 과금해야지 겨우 먹을 수 있도록 해놓은 건 뭐임 스타트 버프로 보상 받는 것 정도는 게임 내부 요인으로 해결 할 수 있게 해놔야지 너무 돈 밝히는게 보여서 겜 하기싫어짐,1,2022,9,20,0,긍정,[0.7383027]
415,이슬,이건 게임 문제를 어디에다 건의해야 고쳐지는건지 알려주시면 리뷰 다시 작성하겠습니다,1,2023,3,14,0,부정,[0.75841516]
416,고르곤종라,아니 버그 걸려서 보상을 하나도 못받았잖아요 빨리 설 보상 다시 주세요 증거 영상도 있음 보스가 안죽어서 그냥 겜 끝냄 ㅡㅡ,1,2023,1,23,0,부정,[0.9490847]
417,이재우,불법이나 사기친겄도없는데 먼부정행위라는겁니까 도데체 멀 잘못했는지 자세히 말씀해주시면 감사하겠습니다 그리고 전지금 탕탕 재밌게 하고 있고 결재도 하면서 잘하고 있는겄밖에 없는데,1,2023,2,20,0,부정,[0.53541285]
418,rhythm Y,버그로인해 아이템을 못받아서 이메일 두번이나 남겼는데 한달넘게 무응답 최악의 운영진,1,2023,1,13,0,부정,[0.9790828]
419,박민우,아니 샷건으로 할 때는 고화력 총알이 안 뜨더니 쿠나이를 쓰니까 닌자 스크롤이 안 뜨네 아니 이렇게 잘 만든게임에 왜 주작질을 해가지고 똥겜으로 만드냐고 난 진짜 이해가 안되네,1,2023,3,15,0,부정,[0.7239158]
420,김봉근,짝퉁게임의 면모를 여실히 보여줍니다 기본적인 이벤트 조차 과금을 안하면 달성을 불가능 하게 되어있으며 그것을 알려주지 않으려고 기간제 이벤트같은경우 퀘스트 목록을 확인못하게 막아두는 치졸함을 보여줌,1,2022,10,23,0,부정,[0.8526513]
421,채리유튜브,광고에 너무 많이 나와요,1,2023,4,1,0,부정,[0.8225256]
422,김수박,게임이 괜찮아도 광고가 너무 재미없고 너무 많이나와서 진짜 꼴보기도싫음,1,2023,2,23,0,부정,[0.97895575]
423,양진우,버그로 하드모드 깼는데 안깨졌다나옴 ㅅㄱ,1,2023,4,30,0,부정,[0.75886273]
424,유사영,이벤트를 순차 업데이트하면 어떡하나요 이 유저는 되고 저 유저는 업데이트 안돼서 이벤트 참여조차 못하는건 물먹이시는건지ㅋㅋㅋㅋㅋㅋㅋ,1,2023,2,13,0,부정,[0.79645914]
425,yuls Ha,광고랑 너무 다름,1,2023,3,18,0,부정,[0.8741064]
426,민재이,결제후 돈만 빠져나가고 보석이 들어오지 않았습니다 확인후 환불 부탁드립니다 보석이 아닙니다 필히 환불 부탁 드립니다,1,2022,12,30,0,부정,[0.67123234]
427,백상진,해봤음 뱀파이어 서바이벌이랑 너무 똑같음 뱀파이어 서바이벌보다 먼저나온 매직 서바이벌이란 게임이 있긴 함 근데 뱀파이어 서바이벌은 어느 정도 차별성을 주어 영감을 받았다라고 말할 수 있겠지만 이 게임은 하나부터 열까지 똑같은걸로 밖에 안 보임 구슬 먹는 건 넘겨도 얻을수있는 무기와 패시브 자체가 똑같다고 봄,1,2022,10,18,0,긍정,[0.74641573]
428,이춘자,너무 짜증나요 계속 광고 나오고 다운을 했는데도 이 게임 광고가 자꾸나와요,1,2022,12,31,0,부정,[0.97858447]
429,김와,보석으로 급받는거 하는데 회내에 반드시 엘리트장비 나온다까지 갔는데 열었더니 녹색템 나왔다 그동안 재미있었는데 기분잡쳐서 안함,1,2023,2,15,0,부정,[0.7998308]
430,신동민,게임하고 있는데 갑자기 왜 계정 정지인가요부활할때 텀 생길때 몹사이로들어갔는데 정지걸렸어요 풀어주세요 부정행위한적없습니다ㅡㅡ 몹가운데서 부활눌렀는데 그게 부정행위이냐고요 부정행위를 한적이 없다고요,1,2023,1,29,0,부정,[0.757403]
431,석이,월달에 너무 자주팅기고 멈춤현상도 심하고 발열때문에 접었었다 특히 발열한스테이지 분소요인데 폰발열이 심하고 여름이다보니 배터리 일체형폰이 배터리발열로 인해 터질듯 부풀어서 폰이 두꺼워졌다 결국  받고 배터리교체후 앱삭제했다 최근 탕탕 광고가 지나치게많아서 좀 괜찮아졌나싶어서 다른계정으로 접속해봣다 결국 달라진건없더라 심한 과금요구발열스테이지이후 렉현상 스텟오류 몹방어증가 팅김현상 월과 지금 달라진게없는게 실화냐그래놓고 리뷰점수는좋네알바라도썼냐참나결국 다시 앱삭제했다 에라이 퉤,1,2022,10,30,0,부정,[0.8666949]
432,MANGO,첨에는 좀 재밌는데 컨텐츠가 너무적음 현질없이는 게임이 안되기때문에 현질도 꽤했지만 만원정도는 한거같은데 강해지질 않는다 ㅋㅋ 계속되는 현질유도 그리고 이번에 나온 빙고 컨텐츠도 확률 조작인거같고 파괴의힘이나 빨간색무기 만드는데도 너무 밑도끝도없이 현질이 필요함 컨텐츠는 없는데 현질유도만 너무하는 느낌이라 게임 삭제함,1,2022,12,26,0,부정,[0.9274509]
433,호기심 기록장,개같은 게임 진짜 광고 드럽게 많이 나오네,1,2023,4,30,0,부정,[0.97921795]
434,울ᅳ,웬만하면 그냥 게임하는데 보스 공격 패턴에 밸런스도 안맞고 게임 효과음이랑 배경음은 기본아닌가요 만들면서 초등학생도 게임 몇판 시키고 게임만들라하면 이거보단 잘 만들겠어여 만들때 생각을 안하고 만드셨나 혹시 아이템도 받는데 개씩 이라는 제한을 두고 받기싫은 아이템은 강제로 받으면서 주사위는 개만 주는 시스템이 정말 하찮네요 게임이,1,2022,9,2,0,부정,[0.93447]
435,승민,뱀파이버 서바이벌을 표절한 겜 일단 분은 너무 길고 너무 어려운 난이도 그리고 너무 현질유도가 심하다 광고도 겁나 많이 나오고 다른 겜에서도 광고가 겁나 많이 나오는데 진짜 꼴받음,1,2023,1,29,0,부정,[0.9748494]
436,금정숙,지금 저 챕터 인데 슈퍼도전할때 정신나갈뻔했어요 그냥 지워버릴려고 했는데 그냥 계속 할려구요 슈퍼도전 할때 스킬이 뭐 쓰레기로 나오고 난이도도 너무 어려워요 그래서 그냥 제작자 죽여버릴까라는 생각까지 해버렸거든요 그래서 그냥 슈퍼도전 난이도 좀 낮췄으면 좋겠어요 그래서 별점 개입니다,1,2022,12,11,0,부정,[0.79471505]
437,De K,이거 진짜 너무 한것같아요 지금 스테이지 인데 갑자기 부터 난이도가 확 올라가요 깰때 일은 걸린것 같아요 참고로 저는 무과금 입니다 전 친구들이랑 같이 무과금으로 하는데요 너무 어려워서 친구들이랑 모두 못 넘기고 있어요 저가 예상 하기엔 스테이지 가지도 못 할것 같아요  이게임 난이도로 현질을 유도 하네요 점점 하기 싫어 져요 또 그렇다고 빠르게 한판식하는 그런게임이 아니잖아요  난이도는 어려워 시간은 시간데로 흐르고 그래서 방치형으로 순찰 만 받고 있는 것 같아요 할때 마다 흥미를 잃고 재미도 덤으로 사라지네요 그리고 업데이트를 할땐 새로운 맵만 계속 만들지 마시고 난이도를 조절하고 자신이 만든 맵을 현질 하지 않은 무과금 플레이어와 뉴비들을 생각 해서 난이도 수정을하시는것이 좋은 것 같아요 아니면 나중에 현질을해서 어쩔수 없이 하거나 순찰만 받는 사람만 남을 것 같아요 부탁 드립니다 계속 플레이 하는 사람이 많으면 좋을것 같습니다ㅠㅠ ,1,2022,12,4,0,부정,[0.7825053]
438,하리보,밸런치 패스가 시급합니다 무과금 은 계속 격차가 나고 스트레스를 밪게 됩니다 솔직히 실망이군요 ㅠㅠ,1,2022,12,31,0,부정,[0.902231]
439,tv마쉬멜로,처음엔 즐겜했던 한 유저임 광고도 충실했고 좋다고생각했음 하지만 점점 광고는 허위사실 즉 중국 양산형게임으로가며 ㅈ쓰레기 게임이 되버림 광고를 고치든지 바꾸든지 제발 그래주면 좋겠음,1,2023,3,22,0,부정,[0.7626759]
440,송준혁,핸드폰으로 탕탕특공대를 들어갈려고하는데 막상 누르면 나가지더라고요 아무리해도 게임이안들어가저요,1,2023,1,15,0,부정,[0.84520656]
441,재우,추석 업데이트 후 성이 안되는 버그가 발생함 에너지 개 소비하면서 전부 분넘게 겜했는데 성 빌견을 한번도 못함 기존에 성이 되던 애들이 성에서 더 이상 나오지 않음 보스를 잡아도 상자에서 고기만 줌 버그를 최대한 빨리 고쳐주고 덕분에 일차 미션 못깨게 생겼음,1,2022,9,8,0,부정,[0.8006016]
442,슬리로움,시작일도전 마케팅이 너무 지독하네요 일까진 장비를 강화하고 레벨업하고 스테이지를 클리어하는 등의 도전과제로 점철되어있다가 일 차에 보석 만 개 만개 획득이라는 도전과제가 있습니다 일에서 일차 페이스에 맞춰서 현질도 조금씩 하며 왔던지라 보석 만 개 도전과제는 클리어할 수 있습니다 다만 진짜 문제는 보석 만개를 획득하지 못하면 미션포인트 이 부족해서 목표장비를 얻지 못합니다 결국 보석 만개를 얻지 못하면 장비를 얻을 수 없는 지독한 현질유도 전략이었던 것입니다 여태까지 했던 노력이 아까워서 부조리함에 순응하고 받아들이는 매몰비용의 오류를 범하지 않기를 바랍니다 소비자를 기만하지 마십시오,1,2022,11,3,0,부정,[0.5832639]
443,가나요,운영을 못해서 유저 다 떠나가는듯 사소한버그 고치는데 대략 주이상,1,2023,4,5,0,부정,[0.94688547]
444,문서영,키즈폰으로 부모에게 결제요청하여 승인해줬어요 원한번  원한번 영수증이날아왔는데 정작아이폰에 충전이 안되고 구글카드 사용금액만 사용이되었어요 하루정도기다렸는데 언제아이폰으로 보석이들어갈까요,1,2023,4,24,0,부정,[0.68871576]
445,파릇파릇 소시지 파소tv,이거 하는데도 이걸로 광고뜨고아무튼 재마있긴한데 광고가 너무많아요,1,2023,2,28,0,부정,[0.8355912]
446,Ys Kim,화요일 요일미션 버그있음 레벨업 시 회 스킬안되고 적보스랑 내캐릭 변수 바뀜 적보스죽으면 보상안나오고 내캐릭이 죽어야 스킬회선택됨 수정좀,1,2023,3,28,0,긍정,[0.6150997]
447,박채희,광고가 너무많이 나와요,1,2023,5,7,0,부정,[0.7342949]
448,강진아,아니이게임 무과금 이신분들 챕터 가기도 조차 힘든데 언제챕터까지감 무과금이신분들 회뽑끼도 잘못하고급 장비도 얻기 힘든데 고작 퀘스트에서 게현질안하면 챕터 못넘어감 이게임 점주기도아까움 현질유도가너무많아서 게임을못하겠어요 그리고 무과금 이신분들도 깨개 해줘야지  챕터 넘어가면 화나서 지우거나 현질함 이겜은 다시는 절때로 안함 나지금 무과금인데 챕터거든요 그런데 회뽑끼랑 급장비 하나도 없음 무과금인 사람들 이겜 하지마셈 그리고 꼭 무료로 주는것들은 다 광고봐야됨 현질러들 보면 부러워질 정도임 궁수의 전설은 잘도 만들었구만 이번게임 실망임 가끔씩 버그도 나오고 이게임은 년동안 게임안한사람도 싫어할듯 이만지움,1,2023,1,15,0,부정,[0.8848034]
449,PumpElsa GJ,이게임은 진짜 답없는 게임이다 첫번째 단점으로는 자석이 안나오면 일일이 먹어야 하는 불편한 플레이 방식이고 두번째는 조합을 못 맞으면 깨기가 힘들고 간혹 서로 맞는 조합이 안 나올 경우도 있고 세번째는 필수 스킬인 자석 스킬의 조합 스킬은 분 또는 분 동안 버티는 스킬에 있어서 불필요한 스킬 이므로 최대 칸의 스킬창중에서 결국 개는 버리고 시작하는 셈이다,1,2022,12,3,0,부정,[0.78584737]
450,Wati Jar,광고랑너무다르고광고너무많이나오고모바일게임하고있는데게속타탕광고가계속나오고완전흑우게임이고옛날에는모바일게임할때탕탕광고가안나와서좋았는데지금은모바일게임하면계속탕탕광고나와요그리고무조건수호자고르면이긴다고했는데못이기자나요그리고외국까지나간게너무화나요그리고현질이너무심하고요이것보다문제가더많아요탕탕특공대망해라,1,2022,12,13,0,부정,[0.81000316]
451,sangbum005,어우 구려 현질유도만 얍삽 똑같은 미션을 번을 돌려도 쿠나이나 검 경치가 먼저나와 업글할수있는 경우가 너무 없음 이부분은 너무 잘못만든덧같음 알고리즘을 주력템이 어느정도 나와줘야 미션을깨지,1,2022,12,14,0,부정,[0.97538]
452,달콤한초콜릿,이게 왜 이렇게 평가가 좋은건지 기본적으로 챕터에서 막혀서 난이도가 어렵다고 생각하고 무기들은 방식이 모두 뱀서에서 나오는 거 배껴왔는데 새로운 공격방식을 생각 안 하고 그냥 다 배껴왔는데 이게 왜 평가가 이 모양인지 모르겠다 점대 혹은 그 이하로 떨어져야 마땅하다고 본다,1,2022,12,12,0,긍정,[0.57040113]
453,동동이,이게임 진짜 재미없음 그리고 광고에선 막 일본중국이런곳에서 만든 목소리 나옴 그리고 광고랑 너무 다름,1,2023,2,21,0,부정,[0.9791219]
454,김대훈,광고 잣같이 만들어놨네 를 몇번 누르게 만든거냐  초딩 벰서 카피겜 따위가 스트리머 광고 몇번하고 몰래결제로 돈좀 땡긴다고 더 핥아보려고 허덕거리냐 광고 잣같이 만들지마 호좁이 답변후 추가수정이 게임 안해 누가 이게임에서 나오는 광고 얘기하나 다른어플 사용하면서 뜨는 이 게임 광고가 쌉 짜증나게 를 번이나 누르게 쳐 만들어놔서 이러는거지 눈치있게 광고를 쳐 만들든가 그딴식으로 만들면 겜을 한번 해보고싶다는 생각보다 제작자 개짜증나는 인간이네 하는 생각밖에 안들어서 개비호감밖에 안남어 뭐해,1,2023,1,26,0,부정,[0.9730711]
455,김도영,일단 장점초반에 재밌다단점후반에 겁나 어렵다현질은 필수다일만에 챕터 깨는거 어렵다게임이 재미없어진다버그랑 렉이 많이 나타난다추신이 게임이 왜 상위권에 있는지 모르겠다솔직히 이 게임은 삭제되어야 한다,1,2022,12,25,0,부정,[0.8465843]
456,로맨티스트,솔직히 별하나 주는것도 아깝 업그레이드란 업그레이드는 다했는데 뭐 어떡해 깨라는건지 하다가 열뻗쳐서 죽는줄알았네 과금해도 의미가 없는게 뽑기도 급 아이템 확률도 개극악임 이런 발전성 없는게임 하차합니다 돈독 지대로 오른게임이네,1,2022,12,7,0,부정,[0.97915184]
457,구리군구,월정액을 결제해서 사용중인데 일일주간월간 패키지의 광고무료 상품이 구매가 되지않습니다 광고가준비되지않았다고 메시지가 뜨네요 지금 일째 오류가 반복되고 있습니다 재설치해도 해결이 되지 않네요 보상바랍니다,1,2022,12,7,0,부정,[0.6798639]
458,감사하며,오래했지만 접는 단 한가지 이유 판에 분 너무 길다,1,2023,4,30,0,부정,[0.8273174]
459,유인철,제가 휴대폰으로 다운받고나서 현질하고나서 컴퓨터로도 할려고 플레이어로 다운받은다음 들어갔는데 플레이게임이 업데이트가 필요하다고 하여 업데이트하고 다시 들어갔는데 제 현질했던게 다 사라지고 처음부터 다시하네요 휴대폰도 똑같습니다이부분에 대해서 좀 고쳐줬음 합니다,1,2022,10,3,0,부정,[0.895345]
460,마이쭈TV,미취학아이가 설치해서 부모동의없이 만원을 결제했고어떻게 결제를 한건지는 모르겠네요 구글에 당일환뷸을 요청했으나 일주일뒤에답이와 구글은환불권한이없다며 회사로 연락하라고해서 메일보냈더니 사용되었으니 환불할수없다며 게임을 즐기라고 답변을 하네요 이게임 이회사는 우리아이에게 큰상처를 남겼습니다 아이의 실수가 있다쳐도 이렇게 돈벌어야하나요 이회사 최악의 응대에 놀라움을 감출수가없네요,1,2023,4,7,0,부정,[0.79276305]
461,데스매치FBK Z,광고만 계속 나와서 해봤는데 겁나 이상하네요 솔직히 광고가 너무 많이 나와서 이거 재밌나 했는데 재미없네요 제발 그러니까 광고좀 줄여주세요,1,2023,4,30,0,부정,[0.9782617]
462,우민수,재밌긴 한데 계속계속 광고 나와서 짜쯩나요 중요한 순간에도 나와서 광고 좀 없애요 시간 없어서 긴장 할수 없어요,1,2023,4,4,0,부정,[0.88985455]
463,박승아,광고도 많고 너무 질려요,1,2023,5,9,0,부정,[0.9755727]
464,누구세요,이겜 개발자는 현질없인 못깨게 만드는걸 왤케 잘하지 아니 딜이 딸려서 죽으면 어떻게 하라고 뭐 현질하라고 하겠지 다른 게임들은 현질을 하면 좀더 쉽게 깨는거지 이겜 개발자는 현질이 필수인줄 아나 무과금은 그냥 계속 죽고 다시하고 죽고 다시하고 이러면서 보석이나 모아야 되는데 그럼 확률을 올려서 노가다가 가치가 있게 했으면 좋겠는데 과금러만 할수있게 하는것 같음 이겜 개발자 게임들은 그냥 안하는게 좋음,1,2022,9,1,0,부정,[0.96068245]
465,ᄉᄒᄋ,요새 돈독 올랐다고 미쳐돌아감 광고 안봐도 됨 남들보다 뒤쳐질뿐임 하루에 광고 보상으로 받을 수 있는거 걍 다 날리면 되는데 그걸 꼭 받아야겠다 싶어서 광고보면 중간에 도 못누르는 노스킵 광고 초 짜리 최소 개 봐야함 그거 싫어서 만삼천원 주고 영구도 아닌 일짜리 광고 제거 사면 이제 게임 플레이 하는데 드는 에너지가 부족해짐 그럼 일일순찰을 안돌면 됨 남들보다 뒤쳐질뿐임 광고제거 사서 일일마다 주는  보석으로 에너지 보충해도 부족함 ㅋ 인겜에 있는 현질 패키지 구성도 개노답 가성비임,1,2022,10,28,0,부정,[0.70870423]
466,행복한미소,이딴게임이 다 있냐나라면 이게임 절때로 안깔거임새캐릭터가 나오기는하는데 현질해야함 무과금은 어떻게 하라는거임 핵망겜 이게임은 광고가 많이 나와서 불편하고현질하는게 넘 많고 이것때문에 시간약속 못지킴 학망겜,1,2023,4,4,0,부정,[0.97921425]
467,와!정복자됐다!,제가 챕터를 하고있는데 난이도를 좀 조정해주셔야 할것같습니다 왜냐면 일단 공격력 으로는 후반에 나오는 파란로봇한테 아무리 딜 넣어도 안잡힙니다 체력도 정도여도 걍 갈갈이 찢깁니다 피가 너무 많아서 중앙에서 기로 밀치며 때려야 하는데 이 잣같은 군인 좀비가 중앙에 있으면 총으로 죽여버리네요 체력 으론 총 한방에 정도 깍입니다 그리고 체력많은 파랑로봇이 길막하고 공격 겁나 쎈 잡몹 보스가 절 녹여버리네요 이 모든걸 해결하는 방법은 쉽습니다 바로 현질입니다 무과금 챕터 불가능이에요 어지간한 현질로는 택도 없고 만원은 질러야 십 층 후반은 갈것같네요 보석 수급처는 도전이나 가끔 나오는 이벤트그리고 짠 쿠폰까지 지금까지 한 시간이 아까워서 계속 접속하곤 있는데 몇 주동안 에서 못나가고 있네요 진짜 능력치 올릴 방법이 장비밖에 없어요 진화 진짜 도움 안됩니다 장비도 일반 엘리트로는 택도 없고 급 갠 있어야 할듯요 쨌든 난이도 패치 좀 해주세요,1,2022,10,3,0,긍정,[0.76190484]
468,Gabriel Park,아니 현질 안하고 챕터 까지 깼는데 그다음부터는 걍 깰수가 없어요 첨에는 우리가 기본적으로 가지는 그런 무기들이 아주 잘 나와서 업글이 쉽게 됬는데 나중에 가면 갈수록 확률 조작이라도 하는지 계속 이상한거만 잔뜩 나오고 몹들은 다 체력하고 공격력 빵빵한데 성장은 드럽게 안되고 이거 어떻게 플레이 하라는거죠,1,2022,10,16,0,부정,[0.84202003]
469,김혜진,아니 광고를 봤는데도 보상을 주지도 않고 자꾸 렉이 걸립니다 진짜 절대 설치하지 마세요 후회합니다,1,2023,1,25,0,부정,[0.97873896]
470,Yu_ Ella,운영진 개쓰ㄹㄱ네요 결제하고나니 갑자기 로그인이 안됩니다계정 사라짐 항상 구글계정연동되어있지만 이 게임에 처음 로그인할때 게스트계정으로 로그인된답니다 게스트계정 구글계정을 선택할수있는 부분도 없었으며 업뎃때문에 구글갔다왔더니 계정이 구글로 전환되서 게스트계정이 날라감 지금까지 게임을 삭제하고 재설치를 번 이상했습니다 게스트계정을 되찾을수없어서 운영자에게 문의하여 결제한것에대해 환불을 요청했고 환불처리를 해주겠다고 얘기하길래 새계정에서 재구매하겠다고 답변했습니다 이후 새계정에서 더많은 패키지를 구매했습니다 그러나 한달이 지났지만 잃어버린계정에대한 환불은 되지않았고 한달이지난 이제서야 운영자로부터 이따위 답변을 받았습니다 구매한것이 사용됐으니 환불못해주겠다고ㅋㅋㅋㅋㅋ 월정액권은 구매해놓고 로그인도못하고있어서 사용도 못하고있는데 운영자 대응 지리네,1,2022,11,29,0,부정,[0.9472206]
471,서진실,아니 돈독이올랐나 광고 그지같은거 올리지맙시다 현질한거 돈아까울라그래요 다른게임들 삭제했어요 광고 그지같아서 제발 깨끗한게임 합시다,1,2023,2,14,0,부정,[0.9467645]
472,크리키리,제가 해본게임 중에서 현질유도가 제일심하고 제일 어려워요 보석을 얻으려면 스테이지를 깨야하는데 스테이지 하나하나가 너무 어려워서 장비를 뽑아야 합니다 장비를 뽑으려면 보석을 얻어야하는데 젬수급처가 없어요 그냥 현질스테이지 클리어현질스테이지 클리어가 반복이네요 젬을 뿌려줘야 합니다 젬으론 아무것도 못해요 최소 젬 필요합니다,1,2022,9,5,0,부정,[0.71112144]
473,실룩이,버그 많고 엘리트 같은 몹이 바로 옆에서 스폰되서 즉사 하고 게임이 자주 끊겨서 버벅되고 방향키도 끊켜서 따닥 눌러주지 않으면 안움직이고 내케릭이 업글되면 몹도 상대적으로 세져서 업글이 무의미 해질 정도임 광고도 엄청 많고 광고 시간도 길고 클릭해 광고에 드갔다가 나와야 닫힘 버튼 생기고 전형적인 중국게임 입니다,1,2022,11,13,0,부정,[0.91626406]
474,헉우왕,하던게임인데 광고가 판을치니 하고싶은마음이 싹가시네 어플삭제하고 열심히 광고하쇼,1,2023,3,18,0,부정,[0.9740854]
475,한재연,잘못결재 후 아이템 손도 안대고 분만에 환불요청했는데도 거절함신중히 현질하시길절대 환불안해줌,1,2023,2,20,0,부정,[0.8403699]
476,장범규,초반에는 할만한데 스테이지 올라가면 반복적인 패턴이라 내가 이걸 왜 하고 있지 생각 듦,1,2022,12,26,0,부정,[0.58204687]
477,박희망,스테이지가 높아질수록 현질 유도 게임으로 변질되어 스테이지를 통과 할수 없음,1,2023,1,17,0,부정,[0.97396183]
478,설충환,처음엔 재밌게 했는데 점점 노잼 컨텐츠는 빈약하고 만 창렬함,1,2023,3,12,0,부정,[0.97577715]
479,suyun jin,재밌게 하는게 아니고 현질 되게끔 운영되는 시스템 입니다,1,2023,4,10,0,부정,[0.7829615]
480,익명,하는 것도 좀 지나면 질린다 그리고 처음에는 엄청 오 재밌겠다 라는 느낌이 들었는데 요즘 광고를 보면서 점점 뇌절 겜이 된다는 걸 느꼈다 생각보다 재미도 없고 광고처럼 무기가 툭툭 나오는 것도 아니다 그냥 이것도 일종의 노가다 겜 이란거다,1,2023,4,4,0,부정,[0.96634316]
481,윤종으쫑,탕탕특공대 잘 하고 있었는데 광고 때문에 접었습니다 아 그리고 점 주기도 아까워요,1,2023,5,1,0,부정,[0.97902757]
482,백봉흠,나가 뒤져 아니 이 광고만 계속나와,1,2023,4,22,0,부정,[0.978667]
483,조쿠나,번개아이템 사용중 사라짐 뭐냐 짜증 안한다안해,1,2023,3,17,0,부정,[0.8560151]
484,Haki Ho,고급월정액 질렀는데 사라졌어요ㅡㅡ 이게 뭐하는건지 환불을 해주든 다시 살려놓든 해주세요,1,2023,3,15,0,부정,[0.85095954]
485,참치몬,이거는 답이없다 걍 포기하셈 일단 번째는 챕터  부터 갑자기 가격이 배 이상뜀 진화가 그리고 챕 까지만 해도 쓸모있던것들이 다ㅏㅏㅏㅏ 무쓸모가 됨 와 사이의 갭이 너무 큼 그러면서 무슨 벨런스가 맞다는지 모르겠음 고객센터는 이해가 안감 걍 챕터 까지만 하셈 부터 가면 스트레스만 쌓임 근데 챕터  넘어가면 ㄱㅊ긴함,1,2022,9,26,0,부정,[0.9428198]
486,so so,안녕하세요 탕탕특공대를 개월 정도 하다가 접은 사람입니다 이 게임은 무과금은 스테이지도 거의 못가더라고요 스킬도 중요한데 템빨이 차이가 너무 납니다 어떤사람은 똑같은 스킬인데 대미지가 씩 차이난다던가 그리고 뽑기도 확률 극악인데 광고에선 아주 잘나오게 있더라고요 솔직히 허위광고라고 보고 하지마세요 스트레스 받기 싫으면,1,2023,1,7,0,부정,[0.7041259]
